time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-24 00:00:00+00:00,93,29,17,13
2025-03-25 00:00:00+00:00,57,23,12,11
2025-03-26 00:00:00+00:00,90,32,27,19
2025-03-27 00:00:00+00:00,86,28,30,20
2025-03-28 00:00:00+00:00,83,27,36,19
2025-03-29 00:00:00+00:00,55,23,31,14
2025-03-30 00:00:00+00:00,64,20,25,10
2025-03-31 00:00:00+00:00,85,32,25,17
2025-04-01 00:00:00+00:00,80,31,27,17
2025-04-02 00:00:00+00:00,86,30,22,10
2025-04-03 00:00:00+00:00,59,25,17,11
2025-04-04 00:00:00+00:00,62,26,14,9
2025-04-05 00:00:00+00:00,53,19,13,10
2025-04-06 00:00:00+00:00,64,23,27,10
