time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-07 00:00:00+00:00,90,34,8,3
2026-05-08 00:00:00+00:00,95,33,11,3
2026-05-09 00:00:00+00:00,83,29,1,1
2026-05-10 00:00:00+00:00,63,21,0,0
2026-05-11 00:00:00+00:00,119,38,7,7
2026-05-12 00:00:00+00:00,85,31,3,3
2026-05-13 00:00:00+00:00,77,30,5,4
2026-05-14 00:00:00+00:00,84,27,8,6
2026-05-15 00:00:00+00:00,74,27,3,3
2026-05-16 00:00:00+00:00,75,24,4,4
2026-05-17 00:00:00+00:00,51,18,2,2
2026-05-18 00:00:00+00:00,61,25,11,2
2026-05-19 00:00:00+00:00,113,36,2,2
2026-05-20 00:00:00+00:00,69,26,6,6
