time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-04 00:00:00+00:00,21,7,35,10
2024-12-05 00:00:00+00:00,17,5,19,10
2024-12-06 00:00:00+00:00,26,11,24,13
2024-12-07 00:00:00+00:00,23,10,15,9
2024-12-08 00:00:00+00:00,27,11,27,11
2024-12-09 00:00:00+00:00,37,14,44,15
2024-12-10 00:00:00+00:00,27,14,79,23
2024-12-11 00:00:00+00:00,23,8,18,13
2024-12-12 00:00:00+00:00,26,12,57,17
2024-12-13 00:00:00+00:00,27,10,24,11
2024-12-14 00:00:00+00:00,22,8,16,12
2024-12-15 00:00:00+00:00,37,13,9,7
2024-12-16 00:00:00+00:00,22,9,21,12
2024-12-17 00:00:00+00:00,21,8,25,16
