referrer,views_total,views_unique
Google,284,94
elixir-tools.dev,78,31
DuckDuckGo,43,19
elixirforum.com,21,9
github.com,13,9
mitchellhanberg.com,10,6
medium.com,9,7
Bing,6,5
elixir-lang.org,2,2
neovimcraft.com,2,2
