time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-08 00:00:00+00:00,67,26,84,19
2024-02-09 00:00:00+00:00,50,17,48,16
2024-02-10 00:00:00+00:00,40,20,82,14
2024-02-11 00:00:00+00:00,39,16,108,14
2024-02-12 00:00:00+00:00,63,29,25,15
2024-02-13 00:00:00+00:00,53,29,113,23
2024-02-14 00:00:00+00:00,179,93,106,17
2024-02-15 00:00:00+00:00,102,80,42,18
2024-02-16 00:00:00+00:00,61,46,83,16
2024-02-17 00:00:00+00:00,95,27,31,10
2024-02-18 00:00:00+00:00,25,20,18,10
2024-02-19 00:00:00+00:00,63,40,45,23
2024-02-20 00:00:00+00:00,64,32,43,22
2024-02-21 00:00:00+00:00,55,33,47,15
