time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-06 00:00:00+00:00,63,25,5,5
2026-04-07 00:00:00+00:00,83,28,7,6
2026-04-08 00:00:00+00:00,111,39,12,9
2026-04-09 00:00:00+00:00,111,39,13,6
2026-04-10 00:00:00+00:00,67,26,12,6
2026-04-11 00:00:00+00:00,86,29,2,2
2026-04-12 00:00:00+00:00,115,29,16,9
2026-04-13 00:00:00+00:00,95,28,16,10
2026-04-14 00:00:00+00:00,67,24,7,5
2026-04-15 00:00:00+00:00,58,20,18,6
2026-04-16 00:00:00+00:00,108,35,9,6
2026-04-17 00:00:00+00:00,125,30,8,6
2026-04-18 00:00:00+00:00,96,28,6,6
2026-04-19 00:00:00+00:00,92,28,6,5
