time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-11 00:00:00+00:00,72,32,44,21
2024-06-12 00:00:00+00:00,46,22,35,20
2024-06-13 00:00:00+00:00,65,26,26,15
2024-06-14 00:00:00+00:00,99,45,36,21
2024-06-15 00:00:00+00:00,27,15,43,16
2024-06-16 00:00:00+00:00,29,15,22,12
2024-06-17 00:00:00+00:00,66,36,75,12
2024-06-18 00:00:00+00:00,80,45,104,18
2024-06-19 00:00:00+00:00,82,38,41,15
2024-06-20 00:00:00+00:00,83,43,74,19
2024-06-21 00:00:00+00:00,67,31,14,12
2024-06-22 00:00:00+00:00,46,21,9,6
2024-06-23 00:00:00+00:00,41,19,13,7
2024-06-24 00:00:00+00:00,35,19,52,21
