url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,344,190
/elixir-tools/elixir-tools.nvim/issues,36,18
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,23,8
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/init.lua,12,4
/elixir-tools/elixir-tools.nvim/issues/177,9,7
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/elixirls,9,4
/elixir-tools/elixir-tools.nvim/blob/main/README.md,9,3
/elixir-tools/elixir-tools.nvim/tree/main,8,4
/elixir-tools/elixir-tools.nvim/issues/182,7,4
/elixir-tools/elixir-tools.nvim/pulls,6,5
